emission wavelength (nm),Normalized emission
677.0178,0.0156375859778358
678.2967,-0.0506260493575178
679.5758,-0.0923242965918391
680.8552,-0.168541984647889
682.1348,-0.163874790811926
683.4147,-0.139130860415122
684.6947,-0.0496346006953882
685.9751,-0.0457309347118093
687.2556,0.0531622479266422
688.5365,0.0671646786014609
689.8175,0.0730383825029253
691.0988,0.0367740720278741
692.3804,-0.00100543863564617
693.6621,-0.0132313535080498
694.9441,-0.0321659525277442
696.2263,-0.0517596291206021
697.5088,-0.0560575428981867
698.7916,-0.065299788430404
700.0746,-0.0485082221447253
701.3578,-0.0404978430403852
702.6412,-0.0257568287830756
703.9249,-0.0258308803706068
705.2089,-0.025367157700775
706.493,-0.0204664493014415
707.7773,-0.020040325692063
709.062,-0.0135155028556052
710.3469,-0.00338593133680267
711.6321,0.00371157040005934
712.9174,0.0109397398713241
714.203,-0.00351749553817342
715.4889,0.0128986566678741
716.7749,0.00516269093304438
718.0613,0.0194497571130569
719.3478,0.0150613959139383
720.6346,0.0256225728485425
721.9217,0.0241249983959599
723.209,0.0218282203233345
724.4965,0.025206127180485
725.7842,0.023009908931723
727.0723,0.0192471507101686
728.3605,0.022553532214813
729.649,0.0224729936196316
730.9377,0.0136122747229423
732.2266,0.0234032535369486
733.5159,0.0194396317324258
734.8053,0.0262143377374926
736.095,0.023173546884705
737.3849,0.0223886654108946
738.675,0.023630789903589
739.9655,0.0225421490213801
741.2561,0.0203664875344265
742.5469,0.0147758368508424
743.8381,0.0198929059208913
745.1295,0.0190353024007004
746.421,0.0163597412524222
747.7129,0.0136556423777526
749.0049,0.0131526889021723
750.2972,0.0125453663189494
751.5898,0.0134098198645052
752.8826,0.012484719887942
754.1757,0.00684864275721383
755.4689,0.0100580210162474
756.7625,0.00290531771870838
758.0562,-0.000109972568671
759.3502,0.00482646923388348
760.6444,0.00482507701386142
761.9388,0.00587965355839035
763.2336,-7.69577736126844e-05
764.5286,0.00289525994312005
765.8237,0.00494492238903133
767.1191,-0.00194185242975236
768.4148,-0.000688779448412416
769.7108,-0.00615470284954705
771.007,0.0043191168948386
772.3033,-0.0013705662137109
773.6,0.000250081301186202
774.8969,-0.000691233045110186
776.194,0.000119475860106847
777.4912,-0.00220024248036627
778.7888,6.64144927086997e-05
780.0867,-0.00298204978486526
781.3848,0.00188352450977433
782.6831,-0.00551878443885647
783.9816,-0.0032548940427614
785.2804,-0.00483405095573831
786.5794,-0.00566409083663617
787.8787,-0.00336172816350247
789.1782,-0.00432459553732248
790.4779,-7.01657942346762e-05
791.778,0.00266254895934517
793.0781,-0.00548605827741059
794.3786,-0.00268267283005792
795.6793,-0.00817368739798401
796.9802,-0.00542227651377379
798.2814,-0.00259298796284648
799.5829,-0.00359970973784692
